pollution1(t-1),dew2(t-1),temp3(t-1),press4(t-1),wnd_dir5(t-1),wnd_spd6(t-1),snow7(t-1),rain8(t-1),pollution1(t)
0.04426559,0.5588235,0.32786885,0.6727276,0.6666667,0.029787235,0.0,0.0,0.051307846
0.051307846,0.5588235,0.32786885,0.65454674,0.6666667,0.03284628,0.0,0.0,0.06941649
0.06941649,0.5588235,0.32786885,0.6727276,0.33333334,0.0022900114,0.0,0.0,0.054325953
0.054325953,0.5588235,0.32786885,0.69091034,0.33333334,0.009160045,0.0,0.0,0.010060362
0.010060362,0.39705884,0.32786885,0.69091034,0.33333334,0.021379136,0.0,0.0,0.012072435
0.012072435,0.35294122,0.36065573,0.7090912,0.33333334,0.035136294,0.0,0.0,0.010060362
0.010060362,0.36764708,0.37704915,0.7090912,0.33333334,0.047355384,0.0,0.0,0.0090543255
0.0090543255,0.33823532,0.3934426,0.7090912,0.33333334,0.0641545,0.0,0.0,0.012072435
0.012072435,0.29411766,0.40983605,0.69091034,0.33333334,0.07943263,0.0,0.0,0.012072435
0.012072435,0.29411766,0.42622948,0.6727276,0.33333334,0.08784073,0.0,0.0,0.018108651
0.018108651,0.29411766,0.40983605,0.65454674,1.0,0.0022900114,0.0,0.0,0.016096579
0.016096579,0.30882356,0.44262293,0.61818314,0.33333334,0.006101,0.0,0.0,0.020120723
0.020120723,0.30882356,0.44262293,0.5818176,0.33333334,0.016030079,0.0,0.0,0.020120723
0.020120723,0.32352942,0.45901638,0.5636368,0.33333334,0.022900114,0.0,0.0,0.018108651
0.018108651,0.35294122,0.44262293,0.5636368,0.6666667,0.004580023,0.0,0.0,0.030181086
0.030181086,0.38235295,0.42622948,0.545454,0.6666667,0.0076390677,0.0,0.0,0.027162977
0.027162977,0.41176474,0.40983605,0.5636368,1.0,0.00075194397,0.0,0.0,0.029175049
0.029175049,0.44117647,0.3934426,0.5818176,0.6666667,0.0022900114,0.0,0.0,0.033199195
0.033199195,0.44117647,0.40983605,0.5818176,1.0,0.00075194397,0.0,0.0,0.03420523
0.03420523,0.44117647,0.3934426,0.5818176,1.0,0.0022729216,0.0,0.0,0.059356134
0.059356134,0.5,0.36065573,0.5818176,1.0,0.0037938994,0.0,0.0,0.06338028
0.06338028,0.48529413,0.34426227,0.5818176,0.6666667,0.00075194397,0.0,0.0,0.06740443
0.06740443,0.5,0.32786885,0.5818176,1.0,0.00075194397,0.0,0.0,0.06237424
0.06237424,0.45588237,0.32786885,0.5818176,0.33333334,0.004580023,0.0,0.0,0.072434604
0.072434604,0.4264706,0.29508194,0.5636368,1.0,0.0,0.0,0.0,0.04828974
0.04828974,0.48529413,0.29508194,0.5636368,1.0,0.0007690336,0.0,0.0,0.07042253
0.07042253,0.45588237,0.29508194,0.5636368,0.6666667,0.00075194397,0.0,0.0,0.057344064
0.057344064,0.47058827,0.27868852,0.545454,1.0,0.00075194397,0.0,0.0,0.06136821
0.06136821,0.5,0.29508194,0.545454,0.6666667,0.00075194397,0.0,0.0,0.038229376
0.038229376,0.48529413,0.36065573,0.545454,1.0,0.00075194397,0.0,0.0,0.04426559
0.04426559,0.38235295,0.40983605,0.545454,1.0,0.0022729216,0.0,0.0,0.03722334
0.03722334,0.33823532,0.44262293,0.545454,0.6666667,0.004580023,0.0,0.0,0.043259557
0.043259557,0.32352942,0.4754098,0.5272732,0.6666667,0.011450056,0.0,0.0,0.05030181
0.05030181,0.33823532,0.49180326,0.5090904,0.6666667,0.021379136,0.0,0.0,0.064386316
0.064386316,0.36764708,0.5081967,0.49090958,0.6666667,0.029787235,0.0,0.0,0.064386316
0.064386316,0.38235295,0.54098356,0.45454597,0.6666667,0.038195334,0.0,0.0,0.072434604
0.072434604,0.38235295,0.55737704,0.43636322,0.6666667,0.04506537,0.0,0.0,0.07042253
0.07042253,0.41176474,0.55737704,0.41818237,0.6666667,0.053473473,0.0,0.0,0.06539235
0.06539235,0.39705884,0.55737704,0.41818237,0.6666667,0.061881572,0.0,0.0,0.072434604
0.072434604,0.4264706,0.52459013,0.41818237,0.6666667,0.067230634,0.0,0.0,0.08450704
0.08450704,0.47058827,0.49180326,0.43636322,1.0,0.00075194397,0.0,0.0,0.08551308
0.08551308,0.47058827,0.44262293,0.45454597,0.33333334,0.0022900114,0.0,0.0,0.098591544
0.098591544,0.47058827,0.42622948,0.49090958,0.0,0.004580023,0.0,0.0,0.14285713
0.14285713,0.45588237,0.40983605,0.5090904,0.33333334,0.006101,0.0,0.0,0.09758551
0.09758551,0.44117647,0.37704915,0.5090904,0.33333334,0.011450056,0.0,0.0,0.10663983
0.10663983,0.47058827,0.36065573,0.5272732,0.33333334,0.016799113,0.0,0.0,0.08953722
0.08953722,0.44117647,0.42622948,0.5272732,0.0,0.006101,0.0,0.0,0.06136821
0.06136821,0.4264706,0.44262293,0.545454,0.0,0.0145091005,0.0,0.0,0.046277665
0.046277665,0.4264706,0.42622948,0.5818176,0.0,0.017568145,0.0,0.0,0.1277666
0.1277666,0.5294118,0.37704915,0.6000004,0.6666667,0.0076390677,0.0,0.0,0.13480885
0.13480885,0.5294118,0.34426227,0.61818314,0.6666667,0.0145091005,0.0,0.0,0.09959758
0.09959758,0.48529413,0.32786885,0.61818314,0.6666667,0.019858157,0.0,0.0,0.08551308
0.08551308,0.47058827,0.34426227,0.636364,0.6666667,0.022917202,0.0,0.0,0.075452715
0.075452715,0.45588237,0.36065573,0.65454674,0.6666667,0.028266259,0.0,0.0,0.079476856
0.079476856,0.44117647,0.37704915,0.6727276,0.6666667,0.035136294,0.0,0.0,0.08148893
0.08148893,0.45588237,0.40983605,0.6727276,0.6666667,0.04048535,0.0,0.0,0.07444668
0.07444668,0.44117647,0.44262293,0.6727276,0.6666667,0.047355384,0.0,0.0,0.06237424
0.06237424,0.44117647,0.44262293,0.65454674,0.6666667,0.05270444,0.0,0.0,0.07142857
0.07142857,0.44117647,0.45901638,0.65454674,0.6666667,0.059574474,0.0,0.0,0.058350097
0.058350097,0.44117647,0.45901638,0.636364,0.6666667,0.06644451,0.0,0.0,0.04828974
0.04828974,0.45588237,0.49180326,0.61818314,1.0,0.004580023,0.0,0.0,0.05030181
0.05030181,0.44117647,0.4754098,0.6000004,0.6666667,0.004580023,0.0,0.0,0.054325953
0.054325953,0.45588237,0.4754098,0.6000004,0.6666667,0.009929079,0.0,0.0,0.06136821
0.06136821,0.47058827,0.44262293,0.61818314,0.6666667,0.0152781345,0.0,0.0,0.059356134
0.059356134,0.48529413,0.42622948,0.61818314,0.6666667,0.020627191,0.0,0.0,0.06237424
0.06237424,0.48529413,0.3934426,0.636364,0.6666667,0.029035293,0.0,0.0,0.054325953
0.054325953,0.47058827,0.37704915,0.65454674,0.6666667,0.034384347,0.0,0.0,0.057344064
0.057344064,0.47058827,0.36065573,0.65454674,0.6666667,0.041254383,0.0,0.0,0.04426559
0.04426559,0.47058827,0.34426227,0.6727276,0.6666667,0.048124418,0.0,0.0,0.041247483
0.041247483,0.47058827,0.34426227,0.6727276,0.6666667,0.051183462,0.0,0.0,0.04828974
0.04828974,0.48529413,0.32786885,0.6727276,0.6666667,0.054242503,0.0,0.0,0.04426559
0.04426559,0.48529413,0.3114754,0.6727276,0.6666667,0.05730155,0.0,0.0,0.056338027
0.056338027,0.48529413,0.29508194,0.6727276,1.0,0.00075194397,0.0,0.0,0.059356134
0.059356134,0.48529413,0.27868852,0.6727276,0.6666667,0.00075194397,0.0,0.0,0.06740443
0.06740443,0.5,0.27868852,0.6727276,0.0,0.00075194397,0.0,0.0,0.06841046
0.06841046,0.5,0.26229507,0.6727276,0.6666667,0.00075194397,0.0,0.0,0.09959758
0.09959758,0.5147059,0.29508194,0.69091034,1.0,0.0,0.0,0.0,0.08853118
0.08853118,0.5,0.34426227,0.69091034,0.6666667,0.0022900114,0.0,0.0,0.07444668
0.07444668,0.5,0.37704915,0.7090912,0.33333334,0.0022900114,0.0,0.0,0.086519115
0.086519115,0.5,0.3934426,0.7090912,0.33333334,0.0053490563,0.0,0.0,0.093561366
0.093561366,0.48529413,0.40983605,0.69091034,0.33333334,0.0084081,0.0,0.0,0.09657948
0.09657948,0.48529413,0.4754098,0.65454674,1.0,0.0022900114,0.0,0.0,0.12072434
0.12072434,0.5,0.52459013,0.636364,1.0,0.0076390677,0.0,0.0,0.09959758
0.09959758,0.5,0.55737704,0.61818314,0.6666667,0.006101,0.0,0.0,0.10060362
0.10060362,0.5,0.57377046,0.6000004,0.6666667,0.0145091005,0.0,0.0,0.06338028
0.06338028,0.45588237,0.57377046,0.5818176,0.6666667,0.022917202,0.0,0.0,0.057344064
0.057344064,0.4264706,0.57377046,0.5818176,0.6666667,0.031325303,0.0,0.0,0.046277665
0.046277665,0.45588237,0.54098356,0.5818176,0.6666667,0.038195334,0.0,0.0,0.04828974
0.04828974,0.47058827,0.4754098,0.5818176,0.6666667,0.043544393,0.0,0.0,0.06036217
0.06036217,0.45588237,0.5081967,0.6000004,0.6666667,0.051952496,0.0,0.0,0.057344064
0.057344064,0.47058827,0.45901638,0.6000004,0.6666667,0.055011537,0.0,0.0,0.072434604
0.072434604,0.47058827,0.44262293,0.61818314,0.6666667,0.058070585,0.0,0.0,0.08249497
0.08249497,0.48529413,0.42622948,0.61818314,0.6666667,0.05959156,0.0,0.0,0.09255533
0.09255533,0.5294118,0.40983605,0.61818314,0.6666667,0.062650606,0.0,0.0,0.10060362
0.10060362,0.5,0.40983605,0.61818314,0.6666667,0.06570966,0.0,0.0,0.11770623
0.11770623,0.5,0.3934426,0.61818314,0.6666667,0.068768695,0.0,0.0,0.12977867
0.12977867,0.5147059,0.3934426,0.6000004,0.6666667,0.07182774,0.0,0.0,0.13279678
0.13279678,0.5294118,0.36065573,0.6000004,0.6666667,0.073348716,0.0,0.0,0.14285713
0.14285713,0.5294118,0.34426227,0.6000004,1.0,0.00075194397,0.0,0.0,0.14788732
0.14788732,0.5294118,0.36065573,0.61818314,1.0,0.0022729216,0.0,0.0,0.17002012
0.17002012,0.5441177,0.36065573,0.61818314,0.0,0.00075194397,0.0,0.0,0.20925553
0.20925553,0.5735294,0.42622948,0.61818314,0.6666667,0.0022900114,0.0,0.0,0.19919516
0.19919516,0.5588235,0.45901638,0.61818314,0.6666667,0.0076390677,0.0,0.0,0.20422535
0.20422535,0.5588235,0.49180326,0.61818314,0.6666667,0.012988124,0.0,0.0,0.21931589
0.21931589,0.5441177,0.49180326,0.61818314,0.6666667,0.01833718,0.0,0.0,0.22132796
0.22132796,0.5294118,0.5081967,0.6000004,0.6666667,0.023686236,0.0,0.0,0.22334003
0.22334003,0.5441177,0.5081967,0.6000004,1.0,0.00075194397,0.0,0.0,0.23843057
0.23843057,0.5735294,0.49180326,0.5818176,1.0,0.0022729216,0.0,0.0,0.24647887
0.24647887,0.63235295,0.4754098,0.5636368,0.6666667,0.006101,0.0,0.027777778,0.2615694
0.2615694,0.66176474,0.45901638,0.5636368,0.6666667,0.009160045,0.0,0.0,0.26056337
0.26056337,0.66176474,0.44262293,0.545454,1.0,0.00075194397,0.0,0.0,0.27665994
0.27665994,0.66176474,0.44262293,0.545454,0.0,0.00075194397,0.0,0.0,0.28169012
0.28169012,0.66176474,0.44262293,0.545454,0.6666667,0.0022900114,0.0,0.0,0.2977867
0.2977867,0.67647064,0.44262293,0.5636368,0.6666667,0.0053490563,0.0,0.027777778,0.36820924
0.36820924,0.67647064,0.44262293,0.5636368,0.6666667,0.0068700337,0.0,0.055555556,0.31891346
0.31891346,0.67647064,0.44262293,0.5636368,0.0,0.00075194397,0.0,0.083333336,0.29879275
0.29879275,0.67647064,0.44262293,0.5636368,1.0,0.00075194397,0.0,0.11111111,0.28973842
0.28973842,0.67647064,0.42622948,0.545454,0.6666667,0.00075194397,0.0,0.1388889,0.28973842
0.28973842,0.67647064,0.42622948,0.5272732,0.6666667,0.0038109892,0.0,0.16666667,0.2555332
0.2555332,0.67647064,0.42622948,0.5272732,0.6666667,0.0068700337,0.0,0.19444445,0.2555332
0.2555332,0.67647064,0.42622948,0.5090904,0.6666667,0.009929079,0.0,0.22222222,0.24949697
0.24949697,0.67647064,0.42622948,0.49090958,0.6666667,0.012988124,0.0,0.25,0.27263582
0.27263582,0.67647064,0.42622948,0.49090958,0.6666667,0.016047169,0.0,0.2777778,0.0
0.0,0.67647064,0.44262293,0.49090958,0.6666667,0.019106213,0.0,0.30555555,0.0
0.0,0.67647064,0.44262293,0.49090958,0.6666667,0.022165257,0.0,0.0,0.0
0.0,0.67647064,0.44262293,0.5090904,0.6666667,0.023686236,0.0,0.0,0.0
0.0,0.67647064,0.45901638,0.49090958,0.6666667,0.029035293,0.0,0.0,0.0
0.0,0.67647064,0.4754098,0.49090958,0.6666667,0.034384347,0.0,0.0,0.0
0.0,0.67647064,0.49180326,0.49090958,0.6666667,0.041254383,0.0,0.027777778,0.0
0.0,0.67647064,0.4754098,0.49090958,0.6666667,0.044313427,0.0,0.055555556,0.19617705
0.19617705,0.6911765,0.4754098,0.47272682,0.6666667,0.04737247,0.0,0.083333336,0.0
0.0,0.6911765,0.4754098,0.45454597,0.6666667,0.048893448,0.0,0.11111111,0.0
0.0,0.6911765,0.4754098,0.45454597,1.0,0.0022900114,0.0,0.1388889,0.0
0.0,0.6911765,0.45901638,0.43636322,1.0,0.0038109892,0.0,0.16666667,0.0
0.0,0.6911765,0.45901638,0.41818237,0.0,0.00075194397,0.0,0.19444445,0.0
0.0,0.6911765,0.45901638,0.41818237,0.0,0.0022729216,0.0,0.22222222,0.0
0.0,0.6911765,0.44262293,0.43636322,1.0,0.00075194397,0.0,0.25,0.0
0.0,0.6911765,0.44262293,0.43636322,0.6666667,0.00075194397,0.0,0.2777778,0.0
0.0,0.6911765,0.44262293,0.43636322,0.6666667,0.0022729216,0.0,0.30555555,0.0
0.0,0.6911765,0.44262293,0.45454597,0.0,0.00075194397,0.0,0.0,0.0
0.0,0.7058824,0.45901638,0.43636322,0.33333334,0.004580023,0.0,0.0,0.0
0.0,0.6911765,0.44262293,0.43636322,0.33333334,0.0076390677,0.0,0.027777778,0.0
0.0,0.6911765,0.44262293,0.43636322,1.0,0.0,0.0,0.0,0.0
0.0,0.67647064,0.42622948,0.43636322,1.0,0.0015209778,0.0,0.0,0.0
0.0,0.67647064,0.42622948,0.41818237,1.0,0.0030419554,0.0,0.0,0.0
0.0,0.67647064,0.42622948,0.41818237,0.6666667,0.00075194397,0.0,0.0,0.0
0.0,0.66176474,0.42622948,0.41818237,1.0,0.0,0.0,0.0,0.0
0.0,0.66176474,0.42622948,0.41818237,1.0,0.0015209778,0.0,0.0,0.12474848
0.12474848,0.67647064,0.44262293,0.41818237,0.33333334,0.0022900114,0.0,0.0,0.12977867
0.12977867,0.66176474,0.45901638,0.43636322,1.0,0.00075194397,0.0,0.0,0.0
0.0,0.6911765,0.4754098,0.43636322,1.0,0.0022729216,0.0,0.0,0.0
0.0,0.6911765,0.5081967,0.43636322,1.0,0.0037938994,0.0,0.0,0.0
0.0,0.6911765,0.5081967,0.41818237,0.6666667,0.0022900114,0.0,0.0,0.0
0.0,0.6911765,0.52459013,0.39999962,1.0,0.00075194397,0.0,0.0,0.0
0.0,0.67647064,0.55737704,0.39999962,0.6666667,0.0022900114,0.0,0.0,0.0
0.0,0.67647064,0.57377046,0.38181877,1.0,0.00075194397,0.0,0.0,0.0
0.0,0.64705884,0.57377046,0.38181877,1.0,0.0022729216,0.0,0.0,0.0
0.0,0.6029412,0.59016395,0.38181877,0.33333334,0.0076390677,0.0,0.0,0.20120724
0.20120724,0.5147059,0.57377046,0.38181877,0.33333334,0.019858157,0.0,0.0,0.18812877
0.18812877,0.48529413,0.55737704,0.39999962,0.33333334,0.032077245,0.0,0.0,0.1498994
0.1498994,0.48529413,0.54098356,0.41818237,0.33333334,0.04429634,0.0,0.0,0.11368209
0.11368209,0.47058827,0.5081967,0.45454597,0.33333334,0.05651543,0.0,0.0,0.08551308
0.08551308,0.47058827,0.49180326,0.47272682,0.33333334,0.06644451,0.0,0.0,0.07142857
0.07142857,0.44117647,0.4754098,0.49090958,0.33333334,0.078663595,0.0,0.0,0.04225352
0.04225352,0.39705884,0.4754098,0.5272732,0.33333334,0.09088269,0.0,0.0,0.03118712
0.03118712,0.38235295,0.45901638,0.545454,0.33333334,0.107681796,0.0,0.0,0.03923541
0.03923541,0.38235295,0.44262293,0.545454,0.33333334,0.12448092,0.0,0.0,0.049295772
0.049295772,0.38235295,0.42622948,0.545454,0.33333334,0.13823806,0.0,0.0,0.035211265
0.035211265,0.39705884,0.3934426,0.545454,0.33333334,0.1451081,0.0,0.0,0.03118712
0.03118712,0.35294122,0.40983605,0.545454,0.33333334,0.15197814,0.0,0.0,0.026156941
0.026156941,0.32352942,0.40983605,0.545454,0.33333334,0.15732719,0.0,0.0,0.02414487
0.02414487,0.32352942,0.3934426,0.5636368,0.33333334,0.16267624,0.0,0.0,0.022132795
0.022132795,0.30882356,0.40983605,0.5818176,0.33333334,0.16954629,0.0,0.0,0.030181086
0.030181086,0.30882356,0.42622948,0.5818176,0.33333334,0.17795439,0.0,0.0,0.025150904
0.025150904,0.29411766,0.45901638,0.5818176,0.33333334,0.19017348,0.0,0.0,0.02112676
0.02112676,0.32352942,0.4754098,0.5636368,0.33333334,0.20545161,0.0,0.0,0.0
0.0,0.32352942,0.49180326,0.545454,0.33333334,0.21920876,0.0,0.0,0.0
0.0,0.33823532,0.5081967,0.5272732,0.33333334,0.23142785,0.0,0.0,0.035211265
0.035211265,0.33823532,0.5081967,0.5272732,0.33333334,0.25205508,0.0,0.0,0.03118712
0.03118712,0.32352942,0.5081967,0.5090904,0.33333334,0.27116126,0.0,0.0,0.015090543
0.015090543,0.32352942,0.5081967,0.49090958,0.33333334,0.29178846,0.0,0.0,0.016096579
0.016096579,0.33823532,0.5081967,0.49090958,0.33333334,0.31241566,0.0,0.0,0.018108651
0.018108651,0.32352942,0.49180326,0.49090958,0.33333334,0.32921475,0.0,0.0,0.015090543
0.015090543,0.30882356,0.49180326,0.47272682,0.33333334,0.34297192,0.0,0.0,0.017102616
0.017102616,0.30882356,0.4754098,0.49090958,0.33333334,0.35519102,0.0,0.0,0.02414487
0.02414487,0.33823532,0.45901638,0.5090904,0.33333334,0.36054006,0.0,0.0,0.020120723
0.020120723,0.33823532,0.45901638,0.5090904,0.33333334,0.36359912,0.0,0.0,0.054325953
0.054325953,0.4264706,0.37704915,0.5090904,1.0,0.00075194397,0.0,0.0,0.03923541
0.03923541,0.4264706,0.3934426,0.49090958,1.0,0.0022729216,0.0,0.0,0.027162977
0.027162977,0.48529413,0.34426227,0.49090958,0.6666667,0.00075194397,0.0,0.0,0.052313883
0.052313883,0.47058827,0.36065573,0.49090958,1.0,0.0,0.0,0.0,0.041247483
0.041247483,0.45588237,0.37704915,0.49090958,0.33333334,0.00075194397,0.0,0.0,0.035211265
0.035211265,0.41176474,0.37704915,0.5090904,0.33333334,0.006101,0.0,0.0,0.04426559
0.04426559,0.44117647,0.34426227,0.5090904,0.33333334,0.011450056,0.0,0.0,0.045271628
0.045271628,0.41176474,0.36065573,0.5090904,0.33333334,0.016799113,0.0,0.0,0.040241446
0.040241446,0.36764708,0.37704915,0.5090904,0.33333334,0.022148168,0.0,0.0,0.027162977
0.027162977,0.38235295,0.3934426,0.5272732,0.33333334,0.029018203,0.0,0.0,0.027162977
0.027162977,0.35294122,0.42622948,0.545454,0.33333334,0.03894728,0.0,0.0,0.02112676
0.02112676,0.32352942,0.42622948,0.5636368,0.33333334,0.059574474,0.0,0.0,0.014084507
0.014084507,0.32352942,0.44262293,0.5636368,0.33333334,0.07485261,0.0,0.0,0.014084507
0.014084507,0.30882356,0.45901638,0.5636368,0.33333334,0.09013074,0.0,0.0,0.017102616
0.017102616,0.2794118,0.45901638,0.5636368,0.33333334,0.10540888,0.0,0.0,0.013078471
0.013078471,0.29411766,0.49180326,0.545454,0.33333334,0.11762796,0.0,0.0,0.017102616
0.017102616,0.29411766,0.49180326,0.545454,0.33333334,0.12984706,0.0,0.0,0.016096579
0.016096579,0.29411766,0.5081967,0.5272732,0.33333334,0.14206615,0.0,0.0,0.018108651
0.018108651,0.2647059,0.5081967,0.5272732,0.33333334,0.15734428,0.0,0.0,0.012072435
0.012072435,0.2647059,0.49180326,0.5272732,0.33333334,0.17262241,0.0,0.0,0.012072435
0.012072435,0.2794118,0.49180326,0.5272732,0.33333334,0.18484151,0.0,0.0,0.02112676
0.02112676,0.30882356,0.42622948,0.545454,0.33333334,0.18790056,0.0,0.0,0.030181086
0.030181086,0.41176474,0.3934426,0.545454,0.6666667,0.00075194397,0.0,0.0,0.06941649
0.06941649,0.44117647,0.37704915,0.5636368,0.6666667,0.0022729216,0.0,0.0,0.07746479
0.07746479,0.4264706,0.36065573,0.5636368,0.6666667,0.0053319666,0.0,0.0,0.049295772
0.049295772,0.44117647,0.36065573,0.5636368,0.6666667,0.0083910115,0.0,0.0,0.04828974
0.04828974,0.47058827,0.3114754,0.5636368,0.33333334,0.0022900114,0.0,0.0,0.053319916
0.053319916,0.45588237,0.3114754,0.5636368,1.0,0.00075194397,0.0,0.0,0.052313883
0.052313883,0.48529413,0.29508194,0.5636368,1.0,0.0022729216,0.0,0.0,0.053319916
0.053319916,0.41176474,0.32786885,0.5636368,1.0,0.0037938994,0.0,0.0,0.058350097
0.058350097,0.45588237,0.3114754,0.5636368,1.0,0.004562933,0.0,0.0,0.056338027
0.056338027,0.4264706,0.3114754,0.5636368,1.0,0.0060839113,0.0,0.0,0.06036217
0.06036217,0.44117647,0.29508194,0.5636368,1.0,0.0068529444,0.0,0.0,0.10060362
0.10060362,0.48529413,0.3114754,0.5636368,1.0,0.008373922,0.0,0.0,0.13380282
0.13380282,0.45588237,0.37704915,0.5636368,0.6666667,0.0022900114,0.0,0.0,0.13883299
0.13883299,0.45588237,0.44262293,0.545454,0.6666667,0.0076390677,0.0,0.0,0.06740443
0.06740443,0.4264706,0.4754098,0.545454,0.6666667,0.012988124,0.0,0.0,0.059356134
0.059356134,0.4264706,0.49180326,0.5090904,0.6666667,0.019858157,0.0,0.0,0.08249497
0.08249497,0.41176474,0.52459013,0.49090958,0.6666667,0.028266259,0.0,0.0,0.08953722
0.08953722,0.4264706,0.52459013,0.45454597,0.6666667,0.036674358,0.0,0.0,0.11066398
0.11066398,0.47058827,0.52459013,0.43636322,0.6666667,0.043544393,0.0,0.0,0.12877263
0.12877263,0.48529413,0.55737704,0.39999962,0.6666667,0.048893448,0.0,0.0,0.13279678
0.13279678,0.5147059,0.57377046,0.38181877,0.6666667,0.05730155,0.0,0.0,0.13682093
0.13682093,0.5294118,0.55737704,0.36363602,0.6666667,0.06570966,0.0,0.0,0.13279678
0.13279678,0.5294118,0.52459013,0.36363602,0.6666667,0.071058705,0.0,0.0,0.119718306
0.119718306,0.5294118,0.5081967,0.34545517,0.6666667,0.07640777,0.0,0.0,0.13179074
0.13179074,0.5294118,0.52459013,0.34545517,0.6666667,0.0832778,0.0,0.0,0.16197182
0.16197182,0.5588235,0.5081967,0.34545517,0.6666667,0.09014783,0.0,0.0,0.16901408
0.16901408,0.5588235,0.5081967,0.36363602,0.6666667,0.09701787,0.0,0.0,0.16498993
0.16498993,0.5588235,0.49180326,0.34545517,0.6666667,0.10542597,0.0,0.0,0.18511066
0.18511066,0.5735294,0.4754098,0.34545517,1.0,0.00075194397,0.0,0.0,0.17907444
0.17907444,0.5735294,0.45901638,0.34545517,0.0,0.0022900114,0.0,0.0,0.19517101
0.19517101,0.5735294,0.42622948,0.34545517,0.6666667,0.00075194397,0.0,0.0,0.20724346
0.20724346,0.5735294,0.44262293,0.34545517,0.0,0.00075194397,0.0,0.0,0.19215292
0.19215292,0.5735294,0.42622948,0.34545517,1.0,0.00075194397,0.0,0.0,0.18108651
0.18108651,0.5735294,0.40983605,0.34545517,1.0,0.0022729216,0.0,0.0,0.20120724
0.20120724,0.5882353,0.3934426,0.34545517,0.33333334,0.004580023,0.0,0.0,0.17102616
0.17102616,0.5882353,0.42622948,0.36363602,0.33333334,0.0076390677,0.0,0.0,0.19818912
0.19818912,0.6029412,0.49180326,0.36363602,0.0,0.0022900114,0.0,0.0,0.18511066
0.18511066,0.5882353,0.52459013,0.38181877,0.0,0.0076390677,0.0,0.0,0.16800804
0.16800804,0.5441177,0.57377046,0.36363602,0.0,0.0145091005,0.0,0.0,0.11167002
0.11167002,0.47058827,0.59016395,0.36363602,1.0,0.0022900114,0.0,0.0,0.09255533
0.09255533,0.47058827,0.6229508,0.34545517,0.33333334,0.006101,0.0,0.0,0.04426559
0.04426559,0.4264706,0.6393442,0.32727242,0.33333334,0.011450056,0.0,0.0,0.041247483
0.041247483,0.39705884,0.65573764,0.32727242,1.0,0.0022900114,0.0,0.0,0.03420523
0.03420523,0.4264706,0.65573764,0.30909157,0.6666667,0.0022900114,0.0,0.0,0.027162977
0.027162977,0.4264706,0.6721311,0.30909157,0.6666667,0.0053490563,0.0,0.0,0.032193158
0.032193158,0.39705884,0.65573764,0.2909088,0.6666667,0.010698112,0.0,0.0,0.043259557
0.043259557,0.44117647,0.6393442,0.30909157,0.6666667,0.017568145,0.0,0.0,0.06136821
0.06136821,0.4264706,0.57377046,0.30909157,0.6666667,0.02443818,0.0,0.0,0.07042253
0.07042253,0.47058827,0.54098356,0.32727242,0.6666667,0.027497226,0.0,0.0,0.087525144
0.087525144,0.48529413,0.55737704,0.32727242,0.6666667,0.03284628,0.0,0.0,0.098591544
0.098591544,0.6176471,0.54098356,0.34545517,0.6666667,0.041254383,0.0,0.0,0.17404427
0.17404427,0.6176471,0.52459013,0.34545517,0.6666667,0.048124418,0.0,0.0,0.2002012
0.2002012,0.6176471,0.5081967,0.34545517,0.6666667,0.053473473,0.0,0.0,0.1780684
0.1780684,0.6029412,0.49180326,0.36363602,0.6666667,0.058822528,0.0,0.0,0.17002012
0.17002012,0.6029412,0.49180326,0.36363602,0.6666667,0.067230634,0.0,0.0,0.18812877
0.18812877,0.5882353,0.4754098,0.38181877,1.0,0.00075194397,0.0,0.0,0.167002
0.167002,0.5882353,0.44262293,0.36363602,1.0,0.0022729216,0.0,0.0,0.16197182
0.16197182,0.5882353,0.45901638,0.36363602,0.6666667,0.0022900114,0.0,0.0,0.17002012
0.17002012,0.6029412,0.42622948,0.38181877,0.6666667,0.0053490563,0.0,0.0,0.18108651
0.18108651,0.6029412,0.42622948,0.39999962,1.0,0.00075194397,0.0,0.0,0.167002
0.167002,0.6176471,0.4754098,0.39999962,1.0,0.0022729216,0.0,0.0,0.1861167
0.1861167,0.6029412,0.52459013,0.39999962,0.33333334,0.0022900114,0.0,0.0,0.167002
0.167002,0.5882353,0.54098356,0.39999962,1.0,0.0022900114,0.0,0.0,0.17203219
0.17203219,0.5882353,0.55737704,0.38181877,0.6666667,0.0022900114,0.0,0.0,0.17706236
0.17706236,0.6029412,0.57377046,0.38181877,0.6666667,0.009160045,0.0,0.0,0.18712273
0.18712273,0.6029412,0.57377046,0.36363602,0.6666667,0.017568145,0.0,0.0,0.14285713
0.14285713,0.6029412,0.57377046,0.36363602,0.6666667,0.025976246,0.0,0.0,0.12173038
0.12173038,0.6176471,0.55737704,0.36363602,0.6666667,0.034384347,0.0,0.0,0.1307847
0.1307847,0.6176471,0.54098356,0.38181877,0.6666667,0.044313427,0.0,0.0,0.13279678
0.13279678,0.6176471,0.52459013,0.41818237,0.6666667,0.049662482,0.0,0.0,0.12676056
0.12676056,0.64705884,0.44262293,0.45454597,0.0,0.012988124,0.0,0.027777778,0.0472837
0.0472837,0.64705884,0.44262293,0.49090958,0.6666667,0.004580023,0.0,0.055555556,0.025150904
0.025150904,0.64705884,0.44262293,0.5272732,0.0,0.004580023,0.0,0.0,0.023138832
